"variant","af","filter.pvalue","lrt.pvalue","beta","beta.std.err","variant_h2","notes","cluster_variants","p_adj_BH","p_adj_bonferroni","rejected_BH_005","rejected_bonferroni_005","rejected_BH_010","rejected_bonferroni_010"
"K03187",0.587,0,0.473,-27,37.6,0.0509,NA,"K03187",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K03192",0.398,0,0.593,-27.4,51.3,0.0379,NA,"K03192",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K03601",0.95,0,0.75,-36.5,114,0.0226,NA,"K03601,K03602",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K18218",0.229,0,0.167,76.9,55.5,0.0978,NA,"K18218",0.8870116156283,1,FALSE,FALSE,FALSE,FALSE
"K07034",0.229,0,0.295,-59.8,57,0.0742,NA,"K07034",0.952380952380952,1,FALSE,FALSE,FALSE,FALSE
"K03310",0.721,0,0.985,0.791,41.1,0.00136,NA,"K03310",0.999594073472701,1,FALSE,FALSE,FALSE,FALSE
"K07576",0.333,0,0.105,40,24.6,0.115,NA,"K07576",0.826771653543307,1,FALSE,FALSE,FALSE,FALSE
"K07112",0.657,0,0.551,18.7,31.3,0.0423,NA,"K07112",0.980565371024735,1,FALSE,FALSE,FALSE,FALSE
"K00287",0.985,0,0.00651,317,115,0.191,NA,"K00287,K00560",0.439864864864865,1,FALSE,FALSE,FALSE,FALSE
"K18588",0.677,0,0.963,-4.76,101,0.00334,NA,"K06189,K18588",0.998756734355574,1,FALSE,FALSE,FALSE,FALSE
"K09801",0.547,0,0.343,65,68.4,0.0672,NA,"K09801",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K06186",0.557,0,0.559,59,101,0.0415,NA,"K01414,K01525,K02494,K03599,K03600,K03656,K03690,K05589,K06186",0.981390449438202,1,FALSE,FALSE,FALSE,FALSE
"K02655",0.448,0,0.388,51,58.9,0.0613,NA,"K02655",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K08084",0.458,0,0.52,38.5,59.8,0.0456,NA,"K08084",0.975791433891993,1,FALSE,FALSE,FALSE,FALSE
"K02671",0.408,0,0.0399,97.6,47.2,0.145,NA,"K02671",0.710069444444444,1,FALSE,FALSE,FALSE,FALSE
"K12942",0.279,0,0.0277,66.6,30,0.155,NA,"K12942",0.650684931506849,1,FALSE,FALSE,FALSE,FALSE
"K18691",0.483,0,0.167,62.4,45,0.0978,NA,"K18691",0.8870116156283,1,FALSE,FALSE,FALSE,FALSE
"K01952",0.612,0,0.372,84.8,94.8,0.0633,NA,"K01952",0.957282552753474,1,FALSE,FALSE,FALSE,FALSE
"K00674",0.876,0,0.424,-141,176,0.0567,NA,"K00674,K00756,K00805,K01094,K01261,K01269,K01436,K02076,K02240,K02490,K02499,K02862,K03048,K03095,K03346,K03708,K03713,K03763,K03886,K03887,K03888,K04766,K05311,K05985,K06019,K06284,K06349,K06385,K06412,K06948,K06962,K07094,K07476,K07533,K07571,K07584,K07651,K07652,K07668,K07697,K07723,K07775,K07777,K08153,K08965,K08969,K09685,K09770,K09777,K09787,K09825,K09976,K10823,K11144,K11145,K11184,K11617,K11618,K16169,K16511,K17472,K19405,K19411,K19955,K21467,K22135,K22927,K24042,K24872,K24873,K25157,K25158,K25288,K25289,K27000,K27245,K27343",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K05595",0.796,0,0.869,-8.42,51.2,0.0117,NA,"K05595",0.988398544131028,1,FALSE,FALSE,FALSE,FALSE
"K09918",0.413,0,0.237,-109,91.6,0.0838,NA,"K05590,K07186,K09918,K18765",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K11041",0.149,0,0.928,4.96,55,0.00638,NA,"K11041",0.993589743589744,1,FALSE,FALSE,FALSE,FALSE
"K03583",0.532,0,0.0476,-138,69.1,0.14,NA,"K03582,K03583",0.736151603498542,1,FALSE,FALSE,FALSE,FALSE
"K03581",0.642,0,0.0161,-112,46,0.17,NA,"K03581",0.579136690647482,1,FALSE,FALSE,FALSE,FALSE
"K14682",0.448,0,0.712,-29.9,81,0.0262,NA,"K14682",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K08304",0.502,0,0.573,-31.3,55.4,0.04,NA,"K08304",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K22132",0.701,0,0.846,12.5,64.3,0.0138,NA,"K22132",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K02426",0.781,0,0.697,-29.4,75.2,0.0277,NA,"K02426",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K11717",0.781,0,0.488,36.6,52.8,0.0492,NA,"K11717",0.97366320830008,1,FALSE,FALSE,FALSE,FALSE
"K01766",0.294,0,0.888,-8.44,59.8,0.01,NA,"K01766",0.992868286160018,1,FALSE,FALSE,FALSE,FALSE
"K00077",0.836,0,0.584,16.4,29.9,0.0389,NA,"K00077",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K05517",0.214,0,0.721,20.4,57.2,0.0253,NA,"K05517",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K08218",0.592,0,0.125,88.6,57.5,0.109,NA,"K08218",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K07286",0.423,0,0.86,-17.3,98.4,0.0125,NA,"K03472,K07286",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K11391",0.413,0,0.806,20.5,83.3,0.0175,NA,"K11391",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00564",0.846,0,0.321,-86.2,86.6,0.0704,NA,"K00564",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K00346",0.294,0,0.164,84,60.1,0.0986,NA,"K00346,K00347,K00348,K00349,K00350",0.886143931256713,1,FALSE,FALSE,FALSE,FALSE
"K00351",0.308,0,0.0198,124,52.7,0.164,NA,"K00351",0.592814371257485,1,FALSE,FALSE,FALSE,FALSE
"K03734",0.816,0,0.81,10.5,43.6,0.0171,NA,"K03734",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K03308",0.418,0,0.325,43.3,43.9,0.0697,NA,"K03308",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K03644",0.98,0,0.425,57,71.4,0.0566,NA,"K03644",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K03801",0.836,0,0.823,-11.2,50.1,0.0159,NA,"K03801",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K09158",0.602,0,0.37,75.8,84.4,0.0635,NA,"K09158",0.955578512396694,1,FALSE,FALSE,FALSE,FALSE
"K07258",0.816,0,0.659,45.6,103,0.0313,NA,"K07258",0.983363042186572,1,FALSE,FALSE,FALSE,FALSE
"K03642",0.706,0,0.484,57.5,82,0.0497,NA,"K03642",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K05837",0.721,0,0.253,58.9,51.3,0.0811,NA,"K05837",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K05515",0.647,0,0.609,44.9,87.6,0.0363,NA,"K05515",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K00783",0.861,0,0.152,154,107,0.101,NA,"K00783",0.874717832957111,1,FALSE,FALSE,FALSE,FALSE
"K03820",0.736,0,0.729,-22.4,64.6,0.0246,NA,"K03820",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K03184",0.274,0,0.51,37.5,56.8,0.0468,NA,"K03184",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K07404",0.612,0,0.335,31.1,32.2,0.0683,NA,"K07404",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K02521",0.289,0,0.341,71.3,74.7,0.0675,NA,"K02521",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K09806",0.617,0,0.898,8.65,67.5,0.00908,NA,"K09806",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K18138",0.741,0,0.652,-42.8,94.8,0.032,NA,"K18138",0.982815797407296,1,FALSE,FALSE,FALSE,FALSE
"K03585",0.736,0,0.301,-104,100,0.0732,NA,"K03585",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K18136",0.0746,0,0.46,94.7,128,0.0524,NA,"K18136",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K02031",0.836,0,0.052,-127,65.1,0.137,NA,"K02031",0.739189189189189,1,FALSE,FALSE,FALSE,FALSE
"K02032",0.796,0,0.133,-71.7,47.5,0.106,NA,"K02032",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K02035",0.905,0,0.052,-124,63.5,0.137,NA,"K02035",0.739189189189189,1,FALSE,FALSE,FALSE,FALSE
"K02033",0.91,0,0.135,-106,70.4,0.106,NA,"K02033",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K02034",0.9,0,0.152,-108,74.8,0.101,NA,"K02034",0.874717832957111,1,FALSE,FALSE,FALSE,FALSE
"K00383",0.627,0,0.536,-37.2,59.9,0.0439,NA,"K00383",0.97676107480029,1,FALSE,FALSE,FALSE,FALSE
"K07115",0.677,0,0.78,25.6,91.7,0.0198,NA,"K07115",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K03718",0.343,0,0.00318,159,53.3,0.207,NA,"K03718",0.39875,1,FALSE,FALSE,FALSE,FALSE
"K15984",0.592,0,0.723,-24.8,69.7,0.0252,NA,"K15984",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K06149",0.338,0,0.459,-53.5,72,0.0526,NA,"K06149",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K02217",0.254,0,0.666,26.4,61,0.0306,NA,"K02217",0.985832349468713,1,FALSE,FALSE,FALSE,FALSE
"K06144",0.0995,0,0.281,128,118,0.0764,NA,"K03604,K06144,K09911,K09917,K12961,K14762,K15545",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K09760",0.846,0,0.345,-79.6,84.1,0.0669,NA,"K09760",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K03688",0.866,0,0.643,-20.9,45,0.0329,NA,"K03688",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K03117",0.806,0,0.469,-49.3,68,0.0513,NA,"K03117",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K03978",0.866,0,0.13,203,133,0.107,NA,"K00658,K00728,K01338,K01554,K01616,K02372,K02970,K03495,K03555,K03590,K03650,K03797,K03889,K03890,K03891,K03978,K05364,K07462,K07503,K07654,K07670,K07768,K07776,K12503,K12573,K13640,K13787,K18955,K19710,K23258,K24017,K26252,K27043,K27094,K27109",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K02495",0.965,0,0.258,-81.5,71.8,0.0802,NA,"K02495",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K07712",0.667,0,0.388,81.5,94.3,0.0612,NA,"K07712",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K07058",0.98,0,0.145,-264,181,0.103,NA,"K00169,K00172,K07058,K15632,K16905,K17882,K18817,K18896,K21515,K21721,K22113,K22408,K23149,K25543,K27948",0.869047619047619,1,FALSE,FALSE,FALSE,FALSE
"K07560",0.846,0,0.842,11.2,56.2,0.0142,NA,"K07560",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01610",0.716,0,0.513,45.9,70.1,0.0464,NA,"K01610",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K04083",0.811,0,0.401,91.9,109,0.0596,NA,"K02621,K03666,K04083,K07164",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K04762",0.876,0,0.0297,104,47.6,0.153,NA,"K04762",0.653679653679654,1,FALSE,FALSE,FALSE,FALSE
"K02452",0.378,0,0.158,49.3,34.8,0.0999,NA,"K02452",0.878754171301446,1,FALSE,FALSE,FALSE,FALSE
"K02453",0.468,0,0.0411,77.4,37.7,0.144,NA,"K02453,K02456",0.711072664359862,1,FALSE,FALSE,FALSE,FALSE
"K02454",0.527,0,0.662,23.7,54.2,0.031,NA,"K02454",0.983363042186572,1,FALSE,FALSE,FALSE,FALSE
"K02455",0.398,0,0.957,1.98,36.5,0.00384,NA,"K02455",0.997296173044925,1,FALSE,FALSE,FALSE,FALSE
"K02457",0.433,0,0.548,20.5,34.1,0.0426,NA,"K02457",0.980565371024735,1,FALSE,FALSE,FALSE,FALSE
"K02458",0.438,0,0.259,52.1,46,0.08,NA,"K02458",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K02459",0.458,0,0.0884,62.6,36.6,0.121,NA,"K02459",0.805100182149363,1,FALSE,FALSE,FALSE,FALSE
"K02460",0.458,0,0.0884,62.6,36.6,0.121,NA,"K02460",0.805100182149363,1,FALSE,FALSE,FALSE,FALSE
"K02461",0.438,0,0.542,26.4,43.1,0.0433,NA,"K02461",0.979046242774567,1,FALSE,FALSE,FALSE,FALSE
"K02462",0.428,0,0.318,44.1,44.1,0.0707,NA,"K02462",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K02463",0.303,0,0.0151,113,46.3,0.171,NA,"K02463",0.575187969924812,1,FALSE,FALSE,FALSE,FALSE
"K01082",0.607,0,0.71,24.7,66.5,0.0264,NA,"K01082",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K08312",0.443,0,0.345,81.2,85.8,0.0669,NA,"K08312",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K07400",0.468,0,0.72,33.8,94.1,0.0254,NA,"K07400",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K02242",0.97,0,0.958,3.94,74.8,0.00373,NA,"K02242",0.997296173044925,1,FALSE,FALSE,FALSE,FALSE
"K02170",0.522,0,0.656,28.7,64.4,0.0316,NA,"K02170",0.982918789331735,1,FALSE,FALSE,FALSE,FALSE
"K06959",0.915,0,0.941,-5.77,77.4,0.00529,NA,"K06959",0.993874102239121,1,FALSE,FALSE,FALSE,FALSE
"K04760",0.557,0,0.0189,152,64.2,0.165,NA,"K04760",0.592024539877301,1,FALSE,FALSE,FALSE,FALSE
"K07659",0.483,0,0.154,83,57.9,0.101,NA,"K07659",0.874717832957111,1,FALSE,FALSE,FALSE,FALSE
"K07638",0.677,0,0.456,-70,93.9,0.0528,NA,"K07638",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K01139",0.945,0,0.429,-74.5,94.1,0.056,NA,"K01139",0.963611859838275,1,FALSE,FALSE,FALSE,FALSE
"K03060",0.97,0,0.345,-106,112,0.0669,NA,"K03060",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K06901",0.886,0,0.69,20.1,50.4,0.0283,NA,"K06901",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K13256",0.343,0,0.398,-48.4,57.2,0.0599,NA,"K13256",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K17893",0.0448,0,0.4,-50,59.3,0.0597,NA,"K17893",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K03704",0.96,0,0.766,-38.1,128,0.0211,NA,"K03704",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00989",0.891,0,0.313,71.8,70.9,0.0716,NA,"K00989",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K00762",0.98,0,0.764,29.2,97.3,0.0213,NA,"K00762",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K02517",0.692,0,0.957,4.5,83.2,0.00383,NA,"K02517",0.997296173044925,1,FALSE,FALSE,FALSE,FALSE
"K05501",0.343,0,0.513,48.6,74.2,0.0464,NA,"K05501",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K10563",0.94,0,0.0281,212,95.9,0.155,NA,"K10563",0.650684931506849,1,FALSE,FALSE,FALSE,FALSE
"K08679",0.597,0,0.269,30.1,27.1,0.0783,NA,"K08679",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K12982",0.229,0,0.315,77.7,77.2,0.0712,NA,"K12982",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K11211",0.239,0,0.275,91,83.1,0.0774,NA,"K11211",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K02527",0.716,0,0.678,-41.5,99.8,0.0294,NA,"K02527",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K02847",0.303,0,0.827,6.01,27.5,0.0155,NA,"K02847",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K15894",0.274,0,0.479,20.3,28.7,0.0502,NA,"K15894",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K15899",0.154,0,0.524,21,32.9,0.0452,NA,"K15899",0.975791433891993,1,FALSE,FALSE,FALSE,FALSE
"K15898",0.189,0,0.485,21.4,30.6,0.0496,NA,"K15898",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K02560",0.174,0,0.585,-53.9,98.7,0.0387,NA,"K02560,K06212",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K03274",0.259,0,0.351,55.3,59.2,0.0661,NA,"K03274",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K00012",0.955,0,0.896,7.08,54.3,0.00924,NA,"K00012",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K22719",0.771,0,0.561,36.2,62.3,0.0412,NA,"K22719",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K00640",0.965,0,0.485,-55.2,78.9,0.0496,NA,"K00640",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K01991",0.692,0,0.711,-18.3,49.5,0.0262,NA,"K01991",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K25307",0.846,0,0.0609,93.8,49.8,0.132,NA,"K25307",0.746428571428572,1,FALSE,FALSE,FALSE,FALSE
"K16692",0.368,0,0.139,45.8,30.9,0.105,NA,"K16692",0.864427860696518,1,FALSE,FALSE,FALSE,FALSE
"K16011",0.572,0,0.632,19.1,39.7,0.034,NA,"K16011",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K00971",0.821,0,0.361,34.1,37.3,0.0647,NA,"K00971",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K01791",0.582,0,0.99,-0.306,23.2,0.000934,NA,"K01791",0.999799839871897,1,FALSE,FALSE,FALSE,FALSE
"K02851",0.478,0,0.0704,55.6,30.5,0.128,NA,"K02851",0.751059322033898,1,FALSE,FALSE,FALSE,FALSE
"K15633",0.652,0,0.755,15,47.8,0.0222,NA,"K15633",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00567",0.826,0,0.235,55.7,46.8,0.0841,NA,"K00567",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K26937",0.861,0,0.591,-17.4,32.4,0.0381,NA,"K26937",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K05789",0.0995,0,0.857,-9.14,50.5,0.0128,NA,"K05789",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07507",0.816,0,0.201,-42.2,32.9,0.0906,NA,"K07507",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K10924",0.149,0,0.805,15.1,61,0.0175,NA,"K10924,K10926,K10927,K12276,K12278,K12279,K12280,K12281,K12283,K12284,K12285,K12287",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K19810",0.259,0,0.25,88.5,76.8,0.0815,NA,"K19810",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K00247",0.134,0,0.13,118,77.9,0.107,NA,"K00247",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K00246",0.134,0,0.13,118,77.9,0.107,NA,"K00246",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K00245",0.129,0,0.206,111,87.6,0.0896,NA,"K00245",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K00244",0.129,0,0.206,111,87.6,0.0896,NA,"K00244",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K04568",0.363,0,0.202,84.3,65.9,0.0904,NA,"K04568",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K14445",0.239,0,0.0624,72.8,38.8,0.132,NA,"K14445",0.746428571428572,1,FALSE,FALSE,FALSE,FALSE
"K01613",0.851,0,0.101,106,64.1,0.116,NA,"K01613",0.815831987075929,1,FALSE,FALSE,FALSE,FALSE
"K07486",0.622,0,0.672,-9.71,22.9,0.03,NA,"K07486",0.986204872321691,1,FALSE,FALSE,FALSE,FALSE
"K07397",0.786,0,0.0113,128,50.1,0.178,NA,"K07397",0.534188034188034,1,FALSE,FALSE,FALSE,FALSE
"K07006",0.672,0,0.491,-21.8,31.6,0.0489,NA,"K07006",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K22477",0.204,0,0.268,48.2,43.4,0.0786,NA,"K22477",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K06998",0.781,0,0.718,12,33.1,0.0256,NA,"K06998",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00549",0.881,0,0.522,25.9,40.4,0.0454,NA,"K00549",0.975791433891993,1,FALSE,FALSE,FALSE,FALSE
"K00638",0.174,0,0.256,55.7,48.9,0.0804,NA,"K00638",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K19000",0.338,0,0.778,-11.5,40.6,0.02,NA,"K19000",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K03312",0.259,0,0.543,20.4,33.5,0.0431,NA,"K03312",0.979474252790781,1,FALSE,FALSE,FALSE,FALSE
"K06147",0.741,0,0.0395,-58.9,28.4,0.145,NA,"K06147",0.710069444444444,1,FALSE,FALSE,FALSE,FALSE
"K02029",0.811,0,0.00119,-222,67.5,0.227,NA,"K02029",0.3075,1,FALSE,FALSE,FALSE,FALSE
"K10218",0.622,0,0.45,24.3,32.2,0.0535,NA,"K10218",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K09962",0.353,0,0.269,38.7,34.9,0.0783,NA,"K09962",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K25590",0.154,0,0.536,28.2,45.5,0.0439,NA,"K25590",0.97676107480029,1,FALSE,FALSE,FALSE,FALSE
"K10912",0.159,0,0.256,93.1,81.7,0.0805,NA,"K10912",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K02000",0.701,0,0.239,-50.6,42.8,0.0834,NA,"K02000,K02001",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K02002",0.706,0,0.419,-33.2,41,0.0573,NA,"K02002",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K26441",0.189,0,0.131,93.4,61.6,0.107,NA,"K26441",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K26939",0.861,0,0.419,86.3,107,0.0573,NA,"K26939",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K15523",0.184,0,4.59e-05,233,56,0.283,NA,"K15523",0.134,0.2295,FALSE,FALSE,FALSE,FALSE
"K26606",0.876,0,0.793,15.2,57.9,0.0186,NA,"K26605,K26606",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K05812",0.478,0,0.923,-6.5,67.2,0.00686,NA,"K05812",0.993562231759657,1,FALSE,FALSE,FALSE,FALSE
"K28207",0.149,0,0.0747,115,64.1,0.126,NA,"K28207",0.765368852459016,1,FALSE,FALSE,FALSE,FALSE
"K03750",0.965,0,0.028,121,54.4,0.155,NA,"K03750",0.650684931506849,1,FALSE,FALSE,FALSE,FALSE
"K03753",0.413,0,0.0745,102,56.8,0.126,NA,"K03753",0.765368852459016,1,FALSE,FALSE,FALSE,FALSE
"K03752",0.94,0,0.182,70.8,52.9,0.0944,NA,"K03752",0.918264379414732,1,FALSE,FALSE,FALSE,FALSE
"K05773",0.119,0,0.0184,153,64.3,0.166,NA,"K05773",0.592024539877301,1,FALSE,FALSE,FALSE,FALSE
"K05772",0.119,0,0.0184,153,64.3,0.166,NA,"K05772",0.592024539877301,1,FALSE,FALSE,FALSE,FALSE
"K02482",0.438,0,0.31,33.5,32.9,0.072,NA,"K02482",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K15977",0.925,0,0.0234,124,54.5,0.16,NA,"K15977",0.635869565217391,1,FALSE,FALSE,FALSE,FALSE
"K09929",0.274,0,0.92,-4.34,43.2,0.00713,NA,"K09929",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K09930",0.537,0,0.451,29.2,38.7,0.0534,NA,"K09930",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K23349",0.169,0,0.0108,161,62.6,0.179,NA,"K23349",0.534188034188034,1,FALSE,FALSE,FALSE,FALSE
"K00123",0.473,0,0.38,40.2,45.7,0.0623,NA,"K00123",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K00124",0.438,0,0.795,-9.12,35.1,0.0184,NA,"K00124",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00127",0.393,0,0.832,8.92,42,0.0151,NA,"K00127",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K12410",0.582,0,0.279,35.8,32.9,0.0768,NA,"K12410",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K11069",0.259,0,0.0285,85,38.5,0.154,NA,"K11069",0.650684931506849,1,FALSE,FALSE,FALSE,FALSE
"K02055",0.677,0,0.592,-20.5,38.3,0.038,NA,"K02055",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K11070",0.652,0,0.454,-40,53.3,0.0531,NA,"K11070",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K11071",0.662,0,0.697,-20.6,52.8,0.0276,NA,"K11071",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K11072",0.458,0,0.486,26.8,38.4,0.0494,NA,"K11072",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K03796",0.189,0,0.528,52.1,82.5,0.0447,NA,"K03796",0.976418570375829,1,FALSE,FALSE,FALSE,FALSE
"K14058",0.662,0,0.423,-83,103,0.0568,NA,"K00568,K02535,K05539,K14058",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K14055",0.398,0,0.853,-16.5,88.8,0.0132,NA,"K14055",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01420",0.667,0,0.0421,-168,82.3,0.144,NA,"K01420",0.720890410958904,1,FALSE,FALSE,FALSE,FALSE
"K09792",0.488,0,0.0146,137,55.6,0.172,NA,"K09792",0.575187969924812,1,FALSE,FALSE,FALSE,FALSE
"K09926",0.413,0,0.0554,116,60.2,0.135,NA,"K09926",0.745308310991957,1,FALSE,FALSE,FALSE,FALSE
"K00406",0.587,0,0.204,66.5,52.2,0.0899,NA,"K00406",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K00407",0.577,0,0.306,56.3,54.9,0.0725,NA,"K00407",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K00405",0.527,0,0.364,52.1,57.3,0.0643,NA,"K00404,K00405",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K10954",0.119,0,0.352,-28.5,30.6,0.066,NA,"K10954",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K04770",0.448,0,0.501,51.4,76.3,0.0477,NA,"K04770",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K01716",0.607,0,0.654,-36.3,80.7,0.0318,NA,"K01716",0.982918789331735,1,FALSE,FALSE,FALSE,FALSE
"K03812",0.249,0,0.965,-2.09,47.3,0.00313,NA,"K03812",0.99876058665565,1,FALSE,FALSE,FALSE,FALSE
"K12297",0.483,0,0.419,73.8,91.1,0.0573,NA,"K03528,K03683,K06176,K09895,K09902,K12297",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K00254",0.905,0,0.517,-63.1,97.1,0.046,NA,"K00254",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
